ID,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode
896,20140508,980000,5.0,2.5,3160,11470,1.0,0,0,4,9,1780,1380,1971,0,98040
7267,20150105,469500,4.0,2.75,1930,13041,1.0,0,0,4,8,1180,750,1980,0,98072
20357,20140723,879950,4.0,2.75,3020,7203,2.0,0,0,3,9,3020,0,2014,0,98033
18845,20140804,570000,5.0,1.75,2510,9750,1.5,0,0,3,8,2510,0,1969,0,98052
707,20141014,550000,4.0,1.75,2480,14782,1.0,0,3,3,8,1460,1020,1958,0,98155
9138,20140826,325000,3.0,1.0,1590,8160,1.0,0,1,3,7,1090,500,1954,0,98198
10443,20140729,400000,5.0,2.5,2510,7525,1.5,0,0,4,7,1710,800,1929,0,98106
20729,20140521,1130000,4.0,3.25,3810,8519,1.0,0,1,3,10,2680,1130,2007,0,98033
19248,20141002,270000,4.0,2.5,1900,8282,1.0,0,0,3,7,1900,0,1968,1997,98022
10863,20141222,232000,3.0,1.5,1390,11340,1.0,0,0,4,7,1390,0,1963,0,98031
14563,20140725,540000,4.0,1.5,2993,19400,2.0,0,0,4,7,2233,760,1921,0,98166
205,20140804,840000,4.0,1.75,2480,11010,1.0,0,0,4,9,1630,850,1966,0,98040
7068,20140702,1038000,4.0,1.75,1440,13296,1.0,0,0,4,8,1440,0,1967,0,98004
11448,20150413,360000,2.0,1.0,1120,12625,1.0,0,3,3,7,1120,0,1940,0,98136
8029,20150427,210000,4.0,1.75,2090,6485,1.0,0,0,3,7,1280,810,1956,0,98178
16494,20140508,595000,3.0,2.5,1750,3354,2.0,0,0,4,7,1750,0,1991,0,98033
1791,20140726,686000,4.0,2.25,2130,10650,2.0,0,0,4,8,2130,0,1977,0,98006
17395,20150422,331000,4.0,3.0,2483,5701,2.0,0,0,3,8,2483,0,2005,0,98030
2677,20150225,399500,3.0,1.75,1410,7700,1.0,0,0,4,7,1410,0,1967,0,98056
3538,20150325,355000,4.0,1.0,1410,7693,1.5,0,0,4,7,1410,0,1953,0,98133
17853,20140514,420000,4.0,2.5,3040,24123,2.0,0,0,3,8,3040,0,1999,0,98092
16149,20141009,533000,3.0,2.5,2810,4607,2.0,0,0,3,8,2810,0,2004,0,98011
16627,20141021,799500,4.0,2.5,2760,5750,2.0,0,0,3,8,2760,0,1993,0,98112
6392,20150206,800000,4.0,2.5,4940,10037,1.0,0,4,3,9,3450,1490,1953,0,98178
1005,20150422,563000,3.0,2.0,1380,5000,1.5,0,0,4,7,1380,0,1917,0,98117
13685,20140520,555000,3.0,2.5,3050,158558,1.0,0,0,4,9,3050,0,1987,0,98055
15769,20140830,642000,3.0,1.0,1040,4480,1.0,0,0,3,7,870,170,1924,0,98109
12204,20140620,1300000,5.0,4.0,3366,7800,2.5,0,2,3,8,2966,400,1937,0,98199
2771,20150403,268000,5.0,1.75,1730,10368,1.0,0,0,5,7,1010,720,1963,0,98059
12643,20140716,269900,3.0,2.25,1740,9672,1.0,0,0,4,7,1110,630,1963,0,98031
18813,20150128,520000,4.0,2.5,2410,6440,1.0,0,0,3,8,1550,860,1974,0,98034
6136,20140514,543000,3.0,2.5,2090,7640,1.0,0,0,3,7,1360,730,1962,2014,98133
19589,20140609,235000,3.0,1.0,1590,13000,1.5,0,0,3,6,1590,0,1944,0,98166
7877,20150122,360000,4.0,1.0,1460,3840,1.5,0,0,3,8,1340,120,1928,0,98106
14695,20141104,380950,2.0,1.0,1430,7819,1.0,0,0,3,7,1110,320,1944,0,98125
12407,20150310,352000,2.0,2.5,1320,1957,1.0,0,0,3,8,660,660,2004,0,98106
4356,20140522,926300,3.0,1.5,1660,4800,2.0,0,0,3,8,1660,0,1907,0,98119
7172,20140515,1255000,4.0,2.5,3200,7535,2.0,0,0,3,9,3200,0,2006,0,98105
10772,20150408,725000,4.0,2.5,2750,13950,1.0,0,3,4,8,1380,1370,1948,0,98146
9888,20140812,713000,1.0,1.0,1180,4000,1.5,0,2,4,8,840,340,1910,0,98118
19788,20140522,349900,4.0,2.5,2052,3723,2.0,0,0,3,8,2052,0,2014,0,98003
9195,20150409,975000,3.0,2.5,2530,7000,2.5,0,4,3,9,2530,0,1915,1999,98136
13475,20150506,330000,3.0,1.0,1060,20040,1.0,0,0,3,6,1060,0,1943,0,98034
12495,20141007,400000,5.0,2.25,2070,10488,1.0,0,0,4,7,1080,990,1958,0,98008
13614,20140904,310000,4.0,2.5,2440,7093,2.0,0,0,3,7,2440,0,1999,0,98030
12029,20140902,485000,3.0,1.0,1020,6120,1.0,0,0,3,7,1020,0,1941,0,98115
2101,20141122,643000,3.0,2.75,2030,7700,1.0,0,0,5,8,1400,630,1965,0,98008
15274,20150506,605000,3.0,2.25,2260,17114,2.0,0,0,3,7,2260,0,1990,0,98155
4197,20140707,527000,6.0,3.5,3000,8401,1.0,0,0,3,8,1500,1500,1979,0,98125
7495,20150421,515000,5.0,3.0,2670,11761,1.0,0,0,3,7,1370,1300,1981,0,98052
9842,20140813,225000,4.0,1.0,1150,6000,1.5,0,0,3,6,1150,0,1907,0,98118
18602,20141201,283450,5.0,2.75,2770,6116,1.0,0,0,3,7,1490,1280,1979,0,98168
4045,20150406,704300,4.0,1.5,1790,4080,1.5,0,0,5,7,1790,0,1928,0,98144
8865,20141016,270000,3.0,2.25,2100,14027,2.0,0,0,3,8,2100,0,1979,0,98042
14628,20140918,609000,3.0,2.5,2630,10131,2.0,0,0,3,9,2630,0,1989,0,98028
2730,20140818,649000,4.0,2.0,2240,11040,1.0,0,0,5,8,1120,1120,1961,0,98033
1664,20140820,830000,3.0,2.5,3370,6550,2.0,0,2,4,8,2840,530,1912,2001,98126
16016,20140505,497300,6.0,2.75,3200,9200,1.0,0,2,4,8,1600,1600,1953,0,98146
1476,20150318,400000,3.0,2.25,1500,2692,2.0,0,0,3,7,1500,0,1986,0,98034
18296,20140808,182500,2.0,1.0,1040,13920,1.0,0,0,3,6,1040,0,1973,0,98198
21326,20140522,353000,1.0,1.0,550,1279,2.0,0,0,3,7,550,0,2008,0,98122
4851,20141118,988830,5.0,3.25,4115,7910,2.0,0,0,3,9,4115,0,2014,0,98053
11304,20140620,329950,3.0,2.5,1820,8085,2.0,0,0,3,7,1820,0,1983,0,98055
50,20140916,228000,3.0,1.0,1190,9199,1.0,0,0,3,7,1190,0,1955,0,98148
5135,20150505,220000,1.0,1.5,1100,3451,1.5,0,0,4,8,1100,0,1978,0,98198
14705,20150212,315000,4.0,2.0,1210,4250,1.0,0,0,4,7,1210,0,1941,0,98108
1686,20140731,470000,3.0,2.25,2220,9800,2.0,0,0,3,8,2220,0,1987,0,98155
9755,20140529,349000,4.0,1.75,1700,7800,1.0,0,0,5,7,1120,580,1981,0,98059
4572,20140510,549900,5.0,2.75,3060,7015,1.0,0,0,5,8,1600,1460,1979,0,98146
4398,20150320,249950,4.0,1.75,1620,10530,1.0,0,0,3,7,1620,0,1968,0,98030
5436,20141119,375000,3.0,2.5,1930,6180,1.0,0,0,3,7,1330,600,1961,0,98155
724,20140918,350000,5.0,3.0,2520,5500,1.0,0,0,3,8,1550,970,2004,0,98178
14352,20140506,1580000,4.0,3.25,3760,10920,1.5,0,0,5,9,2400,1360,1950,0,98105
2805,20150305,385000,4.0,3.0,2740,10925,1.0,0,0,3,8,1670,1070,1980,0,98058
9913,20140923,317500,2.0,1.0,1000,5120,1.0,0,0,3,6,1000,0,1902,0,98122
10897,20140826,430000,3.0,1.5,1550,5034,2.0,0,0,4,7,1550,0,1922,0,98177
17163,20150427,135000,2.0,1.0,750,5217,1.0,0,0,4,6,750,0,1943,0,98106
1026,20140520,271310,2.0,1.0,870,5340,1.5,0,0,2,6,870,0,1906,0,98144
17237,20150416,569950,5.0,1.0,1420,6250,1.5,0,0,4,8,1420,0,1926,0,98116
11127,20150501,725000,3.0,2.5,2810,6300,2.0,0,0,3,8,2810,0,2001,0,98074
20713,20140718,515000,3.0,3.0,2100,2409,2.0,0,0,3,8,1660,440,2008,0,98144
5627,20150420,320000,2.0,1.0,950,4000,1.0,0,0,3,6,950,0,1910,0,98144
5031,20140707,266000,4.0,2.25,1995,7102,2.0,0,0,4,8,1995,0,1981,0,98023
5863,20140528,370000,3.0,1.0,800,2296,1.0,0,0,4,6,800,0,1908,0,98103
15541,20140620,482500,4.0,3.0,1630,7626,1.0,0,0,5,7,1110,520,1990,0,98125
19748,20150424,745000,4.0,2.5,3170,5100,2.0,0,0,3,9,3170,0,2012,0,98056
123,20141104,445000,4.0,1.75,2100,4400,1.5,0,0,5,7,1720,380,1924,0,98118
1247,20140910,1225000,5.0,4.5,3732,4426,2.5,0,0,3,10,2932,800,2001,0,98112
820,20141029,325000,3.0,1.0,1490,57381,1.5,0,0,4,5,1490,0,1932,0,98092
580,20140516,619000,3.0,2.5,2720,6439,2.0,0,0,3,9,2720,0,2005,0,98065
8603,20141217,279000,4.0,2.0,1980,10051,1.0,0,0,3,7,1980,0,1969,2003,98092
14091,20140725,152000,2.0,1.0,700,13500,1.0,0,0,3,4,700,0,1920,0,98031
9876,20140626,164950,3.0,1.75,1570,15330,1.0,0,0,3,7,1080,490,1956,0,98166
13083,20141022,677500,5.0,1.0,2340,4730,2.0,0,0,3,8,1810,530,1918,0,98116
17177,20140617,1185000,3.0,2.75,2500,5568,2.0,0,0,5,9,2500,0,1905,0,98112
21108,20140604,520000,3.0,3.25,1540,1487,2.0,0,0,3,8,1540,0,2011,0,98027
2948,20140922,265000,3.0,1.0,1400,9460,1.0,0,0,3,7,1060,340,1961,0,98168
4731,20140616,530000,4.0,2.5,2050,6360,2.0,0,0,3,8,2050,0,1988,0,98029
14384,20150204,476000,4.0,1.75,2340,17541,1.0,0,0,4,7,1360,980,1956,0,98028
8441,20150121,245000,3.0,2.25,1530,12000,1.0,0,0,3,7,1070,460,1979,0,98023
8763,20140516,655000,5.0,3.25,3690,12353,2.0,0,0,5,9,3690,0,1977,0,98155
10399,20150316,433000,3.0,2.75,2000,7200,1.0,0,0,3,7,1000,1000,1954,2014,98166
1959,20140626,302000,4.0,1.75,1530,17664,1.5,0,0,3,7,1530,0,1968,0,98058
15170,20140829,509900,3.0,1.75,1690,53578,1.0,0,0,3,8,1690,0,1984,0,98053
14895,20150403,251000,3.0,1.5,1590,21600,1.5,0,0,4,7,1590,0,1971,0,98022
9511,20150417,267500,3.0,2.5,1400,7629,1.0,0,0,3,7,1120,280,1988,0,98030
19812,20140731,326989,3.0,2.5,2060,4200,2.0,0,0,3,8,2060,0,2014,0,98038
8922,20140725,275000,3.0,2.5,2497,4400,2.0,0,0,3,8,2497,0,2007,0,98001
19705,20150330,291000,2.0,1.0,840,863,3.0,0,0,3,8,840,0,2008,0,98103
2541,20150511,552500,3.0,2.5,2450,3582,2.0,0,0,3,9,2450,0,2008,0,98072
5348,20150408,767500,4.0,2.0,2350,4815,1.5,0,0,4,7,1450,900,1914,0,98103
19178,20150224,873000,3.0,2.25,2720,54450,2.0,0,0,3,11,2720,0,1997,0,98027
13175,20141222,670000,3.0,1.0,1710,6195,1.0,0,0,3,7,1410,300,1946,0,98105
12425,20140623,1289000,3.0,2.5,2190,11394,1.0,0,0,3,8,1550,640,1956,0,98199
930,20140902,300000,3.0,2.5,1320,2614,2.0,0,0,3,7,1320,0,2005,0,98118
14982,20141208,585000,3.0,2.5,2290,5089,2.0,0,0,3,9,2290,0,2001,0,98006
16900,20141118,355000,2.0,1.0,1250,4558,1.0,0,0,3,7,1250,0,1948,0,98126
13033,20140805,395000,2.0,1.0,960,6700,1.0,0,0,3,7,960,0,1951,0,98103
8161,20141217,275000,2.0,1.0,900,57063,1.0,0,0,4,6,900,0,1938,0,98045
20432,20150504,352500,2.0,2.5,1570,2399,2.0,0,0,3,7,1180,390,2009,0,98106
8654,20150331,552500,4.0,1.0,1560,7980,1.0,0,0,4,7,1170,390,1939,0,98146
19707,20150121,885000,3.0,2.25,2940,6500,3.0,0,0,3,9,2940,0,2014,0,98136
18021,20141217,830000,6.0,3.0,2530,9000,1.0,0,0,3,6,2530,0,1978,0,98033
14024,20140922,315000,3.0,2.5,1950,9618,2.0,0,0,3,7,1950,0,1992,0,98031
19883,20140618,515000,3.0,3.5,1360,1419,2.0,0,0,3,8,1040,320,2007,0,98107
19686,20140610,915000,6.0,3.75,2930,14980,2.0,0,3,3,9,2930,0,2013,0,98006
17180,20150423,1200000,4.0,3.5,3930,43560,2.0,0,0,3,10,3930,0,2003,0,98072
15063,20140721,840000,4.0,2.25,2720,8712,2.0,0,0,4,9,2720,0,1976,0,98006
9792,20141212,325000,3.0,1.5,1890,7650,1.0,0,0,5,7,1890,0,1966,0,98003
1464,20140513,757000,3.0,3.25,3190,5283,2.0,0,0,3,9,3190,0,2007,0,98029
8416,20150331,225800,4.0,1.0,1100,7110,1.0,0,0,4,7,880,220,1907,0,98030
7827,20140814,685000,4.0,2.5,2650,25248,1.0,0,2,3,9,2330,320,1954,0,98177
8958,20140903,420000,2.0,1.0,930,5368,1.0,0,0,4,7,930,0,1953,0,98115
7660,20140613,435000,3.0,1.75,1500,8173,1.0,0,0,3,7,1500,0,1997,0,98034
18852,20140806,296500,3.0,1.0,1280,5100,1.0,0,0,3,7,1280,0,1948,0,98126
6252,20150427,846450,4.0,2.5,3710,7491,2.0,0,0,3,9,3710,0,2003,0,98029
13993,20140813,880000,4.0,2.5,3070,8250,1.0,0,0,5,8,2100,970,1958,0,98005
16334,20141112,745000,4.0,2.5,3130,10860,2.0,0,0,3,10,3130,0,1990,0,98075
19139,20150303,335000,4.0,1.5,3160,19745,1.5,0,0,4,6,1840,1320,1968,0,98010
20919,20140611,329950,3.0,2.5,2456,7566,2.0,0,0,3,8,2456,0,2012,0,98023
18347,20140903,345000,3.0,2.5,1870,3584,2.0,0,0,3,8,1870,0,2003,0,98058
12610,20141020,190000,3.0,1.0,1200,10458,1.0,0,0,4,6,1200,0,1961,0,98023
6271,20140711,625000,3.0,1.5,1230,3060,1.0,0,0,3,7,910,320,1927,0,98103
1837,20140601,243000,3.0,1.75,1790,12000,1.0,0,0,3,7,1040,750,1960,0,98198
17134,20150406,299000,3.0,1.75,1910,17003,1.5,0,0,4,8,1910,0,1963,0,98001
6077,20140923,1112500,6.0,4.0,3600,6224,2.0,0,0,3,9,2610,990,1945,2006,98199
5952,20141229,376000,3.0,2.0,1540,1827,2.0,0,0,3,8,1540,0,2005,0,98029
20879,20140926,352800,4.0,2.25,1800,2752,2.0,0,0,3,8,1800,0,2014,0,98106
49,20150311,1350000,3.0,2.5,2753,65005,1.0,1,2,5,9,2165,588,1953,0,98070
16338,20140918,540000,3.0,2.5,1720,11656,2.0,0,0,3,8,1720,0,1987,1999,98052
8835,20150121,410000,4.0,2.0,1490,13736,1.0,0,0,4,6,1490,0,1942,0,98125
19140,20141114,430000,3.0,2.0,2350,12480,1.0,0,0,3,7,1600,750,1981,0,98028
9387,20150420,913000,3.0,1.75,2170,4000,1.0,0,0,4,7,1110,1060,1925,0,98103
11840,20140514,305495,3.0,1.75,2110,10200,2.0,0,0,4,7,2110,0,1966,0,98059
5099,20140701,1150000,4.0,2.5,3340,10422,2.0,0,0,3,10,3340,0,1996,0,98033
13096,20141014,390000,3.0,2.25,2270,32112,1.0,0,0,4,8,1740,530,1980,0,98042
8008,20150205,495500,3.0,2.5,3190,7828,2.0,0,0,3,9,3190,0,2006,0,98059
10455,20140908,415000,4.0,2.25,2520,8000,1.0,0,2,3,8,1680,840,1970,0,98023
4742,20141201,330000,2.0,1.0,950,3090,1.0,0,0,4,6,950,0,1909,0,98118
13571,20150129,682000,4.0,2.5,3600,203425,2.0,0,0,3,9,3400,200,1979,0,98077
12274,20150123,480000,3.0,2.25,1950,8892,2.0,0,0,3,8,1950,0,1983,0,98052
19163,20140722,434000,3.0,2.75,1830,3200,2.0,0,0,3,8,1830,0,1991,0,98034
5464,20140623,347000,3.0,1.0,1270,8400,1.0,0,0,3,7,1270,0,1955,0,98011
20469,20141216,664950,2.0,1.75,1180,900,2.0,0,0,3,10,780,400,2014,0,98102
15085,20150327,399950,4.0,2.75,3210,41689,1.0,0,0,4,8,1610,1600,1989,0,98042
3698,20140827,457000,4.0,1.75,2100,10358,1.0,0,0,5,8,1280,820,1959,0,98133
7298,20150403,525000,5.0,3.25,2480,10277,2.0,0,0,5,8,1640,840,1993,0,98155
3451,20140623,735000,4.0,2.25,2270,5102,1.0,0,0,5,8,1340,930,1954,0,98199
15208,20141027,155000,3.0,1.5,970,8400,1.0,0,0,3,7,970,0,1966,0,98003
20158,20150201,205000,2.0,1.5,830,1020,2.0,0,0,3,7,830,0,2006,0,98106
1557,20150105,937500,5.0,3.75,4210,14599,2.0,0,3,3,10,4210,0,2004,0,98065
11295,20140725,671500,4.0,2.25,2130,8410,2.0,0,0,4,8,2130,0,1977,0,98006
17423,20150427,565000,4.0,2.0,2040,8281,2.0,0,1,3,7,2040,0,1961,0,98033
8932,20150102,273000,3.0,2.25,2160,7964,2.0,0,0,3,8,2160,0,1991,0,98042
11449,20141217,228900,4.0,1.5,1570,8775,1.0,0,0,3,7,1570,0,1943,0,98166
6463,20150323,188000,3.0,1.75,1660,7350,1.0,0,0,2,8,1660,0,1979,0,98023
9634,20150220,290000,3.0,1.0,960,4560,1.0,0,0,4,7,960,0,1968,0,98106
17768,20140703,345000,4.0,2.5,2040,5523,2.0,0,0,3,7,2040,0,1999,0,98148
6687,20150121,350000,3.0,2.25,1860,8378,2.0,0,0,3,7,1860,0,1995,0,98038
5473,20141203,325000,3.0,1.0,1050,9083,1.0,0,0,3,7,1050,0,1951,0,98155
15081,20141008,939000,3.0,3.5,2450,9248,2.0,0,4,3,8,1960,490,1933,1993,98136
21282,20141216,706000,4.0,2.5,2510,5436,2.0,0,0,3,8,2510,0,2011,0,98053
11825,20141023,335000,4.0,2.5,1980,4745,2.0,0,0,3,7,1980,0,2004,0,98038
16817,20140923,2574000,4.0,3.75,4475,20424,2.0,1,4,3,12,2659,1816,1999,0,98033
20622,20140718,779380,5.0,2.5,2590,7084,2.0,0,0,3,8,2590,0,2014,0,98052
21353,20140722,667000,3.0,2.5,2510,3819,2.0,0,0,3,8,2510,0,2007,0,98052
2157,20150424,550000,3.0,2.5,2250,7752,2.0,0,0,4,8,2250,0,1988,0,98011
18385,20140513,319000,3.0,1.0,1390,12823,1.0,0,0,4,7,1390,0,1968,0,98077
19209,20140626,359000,5.0,1.75,1940,6654,1.5,0,0,4,7,1940,0,1953,0,98166
5201,20150313,285900,5.0,1.5,1690,7725,1.5,0,0,4,7,1690,0,1961,0,98032
9835,20150409,575000,4.0,1.75,2330,8800,1.0,0,2,4,7,1260,1070,1961,0,98008
20851,20140905,447500,4.0,2.5,2425,9017,2.0,0,0,3,9,2425,0,2013,0,98001
16580,20150302,1810000,5.0,2.5,4250,20441,1.0,0,1,4,11,2490,1760,1984,0,98004
2814,20141205,450000,2.0,3.0,1790,1709,2.0,0,0,3,7,1400,390,2001,0,98144
1697,20140522,749000,4.0,2.5,2930,18199,2.0,0,0,3,9,2930,0,1998,0,98075
19281,20150218,781500,4.0,2.5,3440,6332,2.0,0,0,3,10,3440,0,2001,0,98059
12865,20140616,385000,3.0,2.0,1590,9912,2.0,0,0,3,8,1590,0,2000,0,98070
15178,20150331,972800,5.0,3.25,3500,10457,2.0,0,0,3,11,3500,0,2001,0,98059
1066,20141105,140000,1.0,1.0,730,6890,1.0,0,0,4,4,730,0,1926,0,98055
14049,20140604,292000,3.0,1.75,1730,11325,1.0,0,0,5,7,1730,0,1972,0,98031
2439,20140806,349950,2.0,3.25,1570,2031,2.0,0,0,3,8,1310,260,2006,0,98126
13092,20150105,482500,3.0,2.5,1690,3068,2.0,0,0,3,7,1690,0,2005,0,98053
20189,20141208,730000,4.0,2.75,3800,9606,2.0,0,0,3,9,3800,0,2008,0,98011
13720,20141224,410000,3.0,1.75,1340,9975,1.0,0,0,4,7,1340,0,1961,0,98033
8377,20140806,404500,2.0,1.0,800,5080,1.0,0,0,3,7,800,0,1938,0,98115
11548,20140623,491234,4.0,2.5,1540,1860,2.0,0,0,3,8,1540,0,2014,0,98029
2782,20141203,375000,4.0,2.0,1720,2410,1.0,0,0,3,7,970,750,1930,2006,98106
7558,20141119,382000,2.0,1.5,1070,877,3.0,0,0,3,8,1070,0,2005,0,98107
3934,20140723,1379900,3.0,3.25,3786,38038,1.0,1,4,3,9,1934,1852,1978,2006,98070
17593,20150414,754999,4.0,2.5,3010,9323,2.0,0,0,3,10,3010,0,1992,0,98075
2039,20150429,320000,3.0,2.5,1530,2890,2.0,0,0,3,7,1530,0,2001,0,98108
2360,20150325,234000,3.0,1.0,1040,8122,1.0,0,0,5,7,1040,0,1971,0,98198
13352,20141009,257500,3.0,1.0,1690,13825,1.0,0,0,3,7,1210,480,1955,0,98148
14311,20140617,250000,3.0,1.75,1160,6134,1.0,0,0,3,7,1160,0,1998,0,98002
7625,20150423,865000,2.0,1.0,1470,5400,1.5,0,0,3,8,1470,0,1912,0,98119
20035,20141021,527500,3.0,2.5,1380,1389,3.0,0,0,3,8,1380,0,2008,0,98102
14526,20150423,1025000,3.0,2.75,2780,4000,2.0,0,2,5,8,1960,820,1904,0,98103
16552,20140725,1185000,3.0,2.25,2390,7875,1.0,0,1,3,10,1980,410,1948,0,98105
19154,20140725,650000,4.0,1.75,2390,12000,1.0,0,0,3,8,1470,920,1979,0,98052
19443,20140620,595000,3.0,2.75,3290,22649,2.0,0,0,4,8,3290,0,1993,0,98056
10212,20141124,489000,2.0,1.0,850,2850,1.0,0,0,4,7,850,0,1927,0,98115
14306,20141007,392800,2.0,1.0,740,4275,1.0,0,0,5,6,740,0,1924,0,98115
12691,20150219,689000,4.0,2.5,2440,11700,1.0,0,0,5,8,1480,960,1961,0,98006
13548,20150421,1475000,3.0,2.5,2570,5000,2.0,0,0,3,11,2570,0,1984,0,98102
14640,20140807,180000,3.0,1.0,1010,10215,1.0,0,0,3,6,1010,0,1955,0,98146
9375,20141118,1565000,5.0,4.5,5220,67319,2.0,0,0,3,11,5220,0,2001,0,98072
3287,20150313,700000,2.0,1.0,930,5000,1.0,0,3,3,7,930,0,1926,2013,98136
7449,20150415,343000,3.0,1.75,2210,7920,1.0,0,0,3,7,1400,810,1966,0,98178
17452,20140513,287600,3.0,2.5,1950,8251,2.0,0,0,3,7,1950,0,1990,0,98001
16144,20150310,610000,4.0,2.5,2980,5896,2.0,0,0,3,8,2980,0,2001,0,98053
18692,20140915,537000,4.0,1.75,2230,7957,1.0,0,0,4,7,2230,0,1967,0,98008
10933,20141205,324000,3.0,1.0,1160,7202,1.0,0,0,4,7,1160,0,1957,0,98133
13098,20141001,305000,3.0,2.0,1680,8487,1.0,0,0,3,7,1680,0,1993,0,98022
83,20150128,356000,3.0,1.5,1680,8712,1.0,0,0,3,8,1680,0,1964,0,98059
9068,20140609,255000,2.0,1.0,1200,9000,1.0,0,2,5,6,1200,0,1917,0,98198
10125,20140806,700000,4.0,2.5,3100,36562,2.0,0,0,3,10,3100,0,1994,0,98077
18675,20141015,1150000,2.0,2.25,2320,9300,1.5,0,4,5,9,1920,400,1937,0,98115
19027,20140708,623000,3.0,1.75,2050,16313,1.0,0,0,2,8,2050,0,1973,0,98040
16561,20140812,185000,2.0,1.0,900,8000,1.0,0,0,4,6,900,0,1954,0,98198
2046,20150102,1568000,3.0,2.75,2340,8828,1.0,0,0,4,9,2340,0,1954,0,98112
7811,20150508,490000,3.0,1.75,2020,215622,2.0,0,0,4,7,2020,0,1975,0,98070
14967,20140730,458000,3.0,1.5,1570,12196,1.0,0,0,4,7,1570,0,1972,0,98045
6868,20141126,1555000,5.0,2.5,2870,16238,2.0,0,0,4,8,2870,0,1962,0,98039
19317,20140718,330000,3.0,2.5,1870,4657,2.0,0,0,3,8,1870,0,2000,0,98055
15236,20140903,615000,3.0,2.5,1980,3128,2.0,0,0,3,8,1890,90,2009,0,98027
10031,20141030,579500,3.0,1.75,1250,4120,1.0,0,0,4,7,980,270,1925,0,98117
20105,20141211,399950,3.0,3.0,1860,2875,2.0,0,0,3,8,1710,150,2009,0,98126
21083,20140730,439990,3.0,2.5,2340,5171,2.0,0,0,3,8,2340,0,2013,0,98045
5128,20140703,198000,4.0,1.75,2080,7200,1.0,0,0,4,7,1050,1030,1966,0,98001
9733,20150508,410000,3.0,1.0,1190,5280,1.0,0,0,4,7,1190,0,1957,0,98146
3059,20141230,424950,3.0,1.75,2090,7505,1.0,0,0,3,7,2090,0,1967,0,98034
14121,20150424,680000,3.0,2.5,2120,3600,2.0,0,0,3,9,2120,0,2005,0,98052
16185,20150426,580000,3.0,2.75,2650,9752,1.0,0,0,3,9,2650,0,1989,0,98028
19523,20141204,240000,3.0,1.0,1600,12566,1.0,0,0,4,7,1600,0,1971,0,98045
7655,20141014,702000,4.0,2.75,3880,15025,2.0,0,0,3,7,3880,0,2004,0,98053
3579,20150312,360000,2.0,1.0,2320,11250,2.0,0,0,4,6,2320,0,1942,0,98146
12147,20150423,305000,3.0,1.75,1660,11500,1.0,0,0,3,7,1130,530,1979,0,98045
7922,20140528,305000,3.0,1.0,1160,11776,1.0,0,0,3,7,1160,0,1968,0,98077
